156071716949163(ns),accelerometer,19.612701,8.879496,9.7719345
156071721679162(ns),accelerometer,19.612701,9.450513,9.831789
156071726802392(ns),accelerometer,19.612701,10.01734,9.96766
156071731733798(ns),accelerometer,19.612701,10.634445,9.979631
156071736450257(ns),accelerometer,19.612701,11.322779,9.715671
156071741634996(ns),accelerometer,19.612701,11.9297085,9.201516
156071746232965(ns),accelerometer,19.612701,12.433688,8.585009
156071751192183(ns),accelerometer,19.612701,12.887988,8.013991
156071755990257(ns),accelerometer,19.612701,13.280637,7.4082584
156071760922340(ns),accelerometer,19.612701,13.635577,6.895301
156071765880986(ns),accelerometer,19.612701,13.967175,6.3967085
156071770931090(ns),accelerometer,19.612701,14.188638,5.8598084
156071776066090(ns),accelerometer,19.612701,14.310742,5.400122
156071781901037(ns),accelerometer,19.612701,14.323312,5.089474
156071785567443(ns),accelerometer,19.612701,14.29099,4.9320555
156071790560881(ns),accelerometer,19.612701,14.219164,4.730344
156071795733955(ns),accelerometer,19.612701,14.039598,4.5783124
156071800565256(ns),accelerometer,19.612701,13.809156,4.4819455
156071805371922(ns),accelerometer,19.564219,13.534422,4.386776
156071810579840(ns),accelerometer,18.838776,13.22976,4.4382515
156071815444006(ns),accelerometer,18.153437,12.907142,4.5040917
156071820256402(ns),accelerometer,17.538126,12.582129,4.590882
156071825339370(ns),accelerometer,17.046717,12.222999,4.7255554
156071830363902(ns),accelerometer,16.675016,11.823167,4.9284644
156071835055985(ns),accelerometer,16.434399,11.438298,5.153519
156071840260308(ns),accelerometer,16.312294,11.072584,5.392939
156071845181089(ns),accelerometer,16.29374,10.716447,5.567716
156071849910621(ns),accelerometer,16.292543,10.350134,5.7149596
156071854799527(ns),accelerometer,16.286556,9.916184,5.8125234
156071860019267(ns),accelerometer,16.347609,9.476251,5.8029466
156071864958277(ns),accelerometer,16.300922,9.061455,5.7400985
156071869468433(ns),accelerometer,16.098013,8.718486,5.66947
156071874865412(ns),accelerometer,15.865177,8.384495,5.607819
156071879846715(ns),accelerometer,15.586852,8.04751,5.54138
156071884759162(ns),accelerometer,15.219341,7.753622,5.406706
156071889609579(ns),accelerometer,14.850635,7.4681134,5.3205147
156071894624683(ns),accelerometer,14.516644,7.211934,5.2522798
156071899556350(ns),accelerometer,14.097059,6.9767036,5.28939
156071904366818(ns),accelerometer,13.781624,6.7223196,5.327099
156071909231975(ns),accelerometer,13.52724,6.459556,5.305551
156071914468120(ns),accelerometer,13.281236,6.143522,5.2624555
156071919315308(ns),accelerometer,13.039421,5.8083334,5.229535
156071923988641(ns),accelerometer,12.811972,5.514445,5.231331
156071929248433(ns),accelerometer,12.584522,5.2726307,5.2684407
156071933919891(ns),accelerometer,12.30081,5.0601454,5.3145294
156071938887236(ns),accelerometer,11.951257,4.783615,5.2241483
156071944061818(ns),accelerometer,11.553221,4.4274774,5.0798974
156071949004475(ns),accelerometer,11.122264,4.1156325,4.8841715
156071953699527(ns),accelerometer,10.650007,3.8055837,4.791396
156071959447704(ns),accelerometer,10.269928,3.57993,4.80636
156071963957600(ns),accelerometer,10.001778,3.393781,4.8961425
156071968562652(ns),accelerometer,9.704298,3.2363622,4.9362454
156071973715152(ns),accelerometer,9.368511,3.0711622,4.9865236
156071978715361(ns),accelerometer,8.9998045,2.8652608,4.9146976
156071983691818(ns),accelerometer,8.608353,2.6240451,4.830302
156071988605777(ns),accelerometer,8.150461,2.4361002,4.6980224
156071993327756(ns),accelerometer,7.69257,2.2720973,4.5801077
156071998380724(ns),accelerometer,7.2484455,2.1134815,4.4675803
156072003292078(ns),accelerometer,6.7265096,1.9973627,4.23235
156072008112547(ns),accelerometer,6.177639,1.8650831,3.9468415
156072013362026(ns),accelerometer,5.620987,1.7770962,3.5930982
156072017991141(ns),accelerometer,5.1122193,1.7579426,3.2626984
156072023045776(ns),accelerometer,4.775235,1.7375919,2.966416
156072027905047(ns),accelerometer,4.510676,1.697489,2.641403
156072032819474(ns),accelerometer,4.256292,1.7106571,2.3080103
156072037794994(ns),accelerometer,3.9534256,1.702876,1.9722236
156072042692702(ns),accelerometer,3.6014779,1.6729485,1.8058267
156072047634629(ns),accelerometer,3.2249897,1.6053122,1.7687165
156072052565931(ns),accelerometer,2.8293478,1.5777789,1.7741034
156072057369838(ns),accelerometer,2.3654714,1.5837644,1.8237832
156072062699942(ns),accelerometer,1.9045875,1.5616181,1.9111716
156072067431610(ns),accelerometer,1.9045875,1.5616181,1.9111716
156072072236454(ns),accelerometer,1.435324,1.5801731,1.9662381
156072077303902(ns),accelerometer,0.9552865,1.5933412,2.0069396
156072082476402(ns),accelerometer,0.41838676,1.6023195,1.9758149
156072087150464(ns),accelerometer,-0.047884032,1.6238673,1.9806033
156072092113380(ns),accelerometer,-0.46806642,1.6903064,2.0213048
156072096858381(ns),accelerometer,-0.8050503,1.8291701,1.927931
156072101808016(ns),accelerometer,-1.0432734,1.9387048,1.8429368
156072107147443(ns),accelerometer,-1.3126211,2.0757728,1.738789
156072112209943(ns),accelerometer,-1.608305,2.1733365,1.5382746
156072117097548(ns),accelerometer,-1.9015948,2.273893,1.2850877
156072121747756(ns),accelerometer,-2.1841104,2.3295584,1.0348936
156072126715464(ns),accelerometer,-2.4899697,2.3421278,0.81402856
156072131959266(ns),accelerometer,-2.7928362,2.384625,0.61770403
156072137688433(ns),accelerometer,-3.496133,2.4468741,0.38845924
156072141564579(ns),accelerometer,-3.496133,2.4468741,0.38845924
156072146690308(ns),accelerometer,-3.8857894,2.4528596,0.22625206
156072151729318(ns),accelerometer,-4.2940006,2.504335,0.06344634
156072156131558(ns),accelerometer,-4.76087,2.5570073,-0.0664391
156072161576349(ns),accelerometer,-5.221155,2.6222494,-0.16579847
156072166653954(ns),accelerometer,-5.6760535,2.707842,-0.29328972
156072171335151(ns),accelerometer,-6.1237693,2.7760768,-0.39025488
156072175947496(ns),accelerometer,-6.539762,2.8724434,-0.4938041
156072181385151(ns),accelerometer,-6.906075,2.9921536,-0.57999533
